古树名木类别,调查号,树种中文名,消失古树,树种拉丁名,科,属,乡镇名称,村名称,小地名,位置,横坐标,纵坐标,分布,权属,真实树龄,估测树龄,古树等级,树高,胸围,平均冠幅,东西冠幅,南北冠幅,海拔,坡向,坡度,坡位,土壤名称,生长势,生长环境,影响生长环境因素,现存状态,古树历史,管护人单位,管护人,树木特殊状况描述,树种鉴定记载,地上保护现状,养护复壮现状,照片（照片名称，逗号分隔）,图片说明,调查人,调查日期,审核人,审核日期,特征编码,名木类别,名木栽植人,名木栽植时间,备注,,,
古树,15111,青冈,,Cyclobalanopsis glauca(Thunb.) Oerst.,壳斗科,青冈属,龙驹镇,龙溪村委会,芭蕉磴,乡村,108.6064000,30.5808000,散生,集体,155,155,三级,23,241,7,7,8,550,南,5,下部,黄壤,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 0342 0155 230 0241 007 1 1,纪念树,,2018-05-19,,,,
古树,15112,银杏,,Ginkgo biloba Linn.,银杏科,银杏属,龙驹镇,民义村委会,黄草坡,乡村,108.6406000,30.5956000,散生,个人,215,215,三级,30,204,6,6,6,480,西北,5,下部,黄壤,正常株,良好,无,无,无,龙驹镇民义村郎世俊，郎世林,龙驹镇民义村郎世俊，郎世林,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1533 0215 300 0204 006 1 1,纪念树,,2018-05-19,,,,
古树,15114,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,龙驹社区居委会,凉桥,乡村,108.6372000,30.6089000,散生,集体,255,255,三级,15,385,13,12,15,370,西北,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇龙驹社区,龙驹镇龙驹社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 2110 0255 150 0385 013 1 1,纪念树,,2018-05-19,,,,
古树,15115,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,龙驹社区居委会,凉桥,乡村,108.6375000,30.6089000,散生,集体,250,250,三级,12,278,7,7,8,370,西北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇龙驹社区,龙驹镇龙驹社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 2110 0250 120 0278 007 1 1,纪念树,,2018-05-19,,,,
古树,15116,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,灯塔社区居委会,老马子岩,乡村,108.6417200,30.6128800,散生,集体,250,250,三级,20,621,24,24,25,415,西南,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇灯塔社区,龙驹镇灯塔社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 2110 0250 200 0621 024 1 1,纪念树,,2018-05-19,,,,
古树,15118,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,信义社区居委会,龙驹寺,乡村,108.6304000,30.6139000,散生,集体,155,155,三级,18,175,8,8,9,410,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇信义社区,龙驹镇信义社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1201 0155 180 0175 008 1 1,纪念树,,2018-05-19,,,,
古树,15137,黄葛树,2019死亡,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,国道边,乡村,108.6114000,30.6561000,散生,集体,300,300,二级,17,312,17,17,18,300,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,修房砍断,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 2 2110 0300 170 0312 017 1 1,纪念树,,2018-05-19,已销号,,,
古树,15119,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,信义社区居委会,龙驹寺,乡村,108.6303000,30.6141000,散生,集体,150,150,三级,17,187,8,8,9,410,东北,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇信义社区,龙驹镇信义社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1201 0150 170 0187 008 1 1,纪念树,,2018-05-19,,,,
古树,15120,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,灯台村委会,马坝塘,乡村,108.6123000,30.6808000,散生,个人,120,120,三级,12,218,12,12,12,290,东,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇灯台村成良中,龙驹镇灯台村成良中,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0120 120 0218 012 1 1,纪念树,,2018-05-19,,,,
古树,15121,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,宏福村委会,马坝塘,乡村,108.6153000,30.6784000,散生,集体,150,150,三级,13,281,8,8,8,310,南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇宏福村,龙驹镇宏福村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0150 130 0281 008 1 1,纪念树,,2018-05-19,,,,
古树,15122,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,谭家坝,乡村,108.6160000,30.6552000,散生,集体,230,230,三级,14,621,14,14,15,295,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0230 140 0621 014 1 1,纪念树,,2018-05-19,,,,
古树,15123,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,太吉村委会,电厂,乡村,108.6253000,30.6264000,散生,集体,160,160,三级,14,231,13,14,13,405,西,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0160 140 0231 013 1 1,纪念树,,2018-05-19,,,,
古树,15124,皂荚,,Gleditsia sinensis Lam.,豆科,皂荚属,龙驹镇,太吉村委会,彭家花屋基,乡村,108.6172000,30.6281000,散生,集体,125,125,三级,22,198,11,12,11,380,北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 0668 0125 220 0198 011 1 1,纪念树,,2018-05-19,,,,
古树,15126,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,龙驹镇,太吉村委会,湾塘坎,乡村,108.6210000,30.6301000,散生,集体,160,160,三级,26,216,6,6,7,390,东南,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 1507 0160 260 0216 006 1 1,纪念树,,2018-05-19,,,,
古树,15128,柞木,,Xylosma racemosum (Sieb. Et Zucc.) Miq.,大风子科,柞木属,龙驹镇,太吉村委会,三王庙,乡村,108.6361000,30.6328000,散生,集体,170,170,三级,11,318,11,11,11,740,西北,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 1598 0170 110 0318 011 1 1,纪念树,,2018-05-19,,,,
古树,15129,青冈,,Cyclobalanopsis glauca(Thunb.) Oerst.,壳斗科,青冈属,龙驹镇,太吉村委会,毛太子,乡村,108.6203000,30.6353000,散生,集体,150,150,三级,16,247,8,8,8,390,西北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 0342 0150 160 0247 008 1 1,纪念树,,2018-05-19,,,,
古树,15130,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,太吉村委会,了娃塘,乡村,108.6203000,30.6472000,散生,集体,110,110,三级,12,279,6,7,6,510,西南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0110 120 0279 006 1 1,纪念树,,2018-05-19,,,,
古树,15131,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,太吉村委会,了娃塘,乡村,108.6203000,30.6475000,散生,集体,140,140,三级,15,591,10,10,11,520,西,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0140 150 0591 010 1 1,纪念树,,2018-05-19,,,,
古树,15132,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,老街,乡村,108.6142000,30.6555100,散生,集体,160,160,三级,13,438,16,16,17,295,南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0160 130 0438 016 1 1,纪念树,,2018-05-19,,,,
古树,15133,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,学校背后,乡村,108.6136900,30.6559700,散生,集体,160,160,三级,24,561,14,14,15,300,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0160 240 0561 014 1 1,纪念树,,2018-05-19,,,,
古树,15134,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,赶场小学,乡村,108.6136000,30.6559200,散生,国有,270,270,三级,25,548,22,22,22,290,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场小学,龙驹镇赶场小学,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0270 250 0548 022 1 1,纪念树,,2018-05-19,,,,
古树,15135,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,赶场小学,乡村,108.6126000,30.6561000,散生,国有,270,270,三级,25,598,4,4,4,290,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场小学,龙驹镇赶场小学,无,无,"避雷针,","其它,",,学校安全砍断稍,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0270 250 0598 004 1 1,纪念树,,2018-05-19,,,,
古树,15138,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,国道边,乡村,108.6077000,30.6570500,散生,集体,160,160,三级,18,280,14,14,15,300,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0160 180 0280 014 1 1,纪念树,,2018-05-19,,,,
古树,15140,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,国道边,乡村,108.6083800,30.6567800,散生,集体,180,180,三级,12,246,12,12,13,300,东北,20,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,房屋挡住,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0180 120 0246 012 1 1,纪念树,,2018-05-19,,,,
古树,15141,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,国道边,乡村,108.6075500,30.6582700,散生,集体,250,250,三级,18,312,15,14,16,300,东北,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0250 180 0312 015 1 1,纪念树,,2018-05-19,,,,
古树,15142,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,宏福村委会,马坝塘,乡村,108.6114000,30.6767000,散生,集体,240,240,三级,14,501,16,16,17,335,北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇宏福村,龙驹镇宏福村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0240 140 0501 016 1 1,纪念树,,2018-05-19,,,,
古树,15143,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,宏福村委会,马坝塘,乡村,108.6150000,30.6783000,散生,集体,160,160,三级,12,375,5,5,6,275,南,10,下部,紫色土,正常株,差,无,无,无,龙驹镇宏福村,龙驹镇宏福村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 2110 0160 120 0375 005 1 3,纪念树,,2018-05-19,,,,
古树,15144,皂荚,,Gleditsia sinensis Lam.,豆科,皂荚属,龙驹镇,茶园村委会,回龙穴,乡村,108.6540000,30.6513000,散生,集体,180,180,三级,21,313,23,23,24,440,西南,5,下部,黄壤,正常株,良好,无,无,无,龙驹镇茶园村,龙驹镇茶园村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0668 0180 210 0313 023 1 1,纪念树,,2018-05-19,,,,
古树,15145,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,龙驹镇,向东村委会,潘家坝,乡村,108.6900000,30.6650000,散生,个人,230,230,三级,26,312,15,15,15,570,西,20,下部,紫色土,正常株,良好,无,无,无,龙驹镇向东村张定福,龙驹镇向东村张定福,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1507 0230 260 0312 015 1 1,纪念树,,2018-05-19,,,,
古树,15146,青冈,,Cyclobalanopsis glauca(Thunb.) Oerst.,壳斗科,青冈属,龙驹镇,向东村委会,潘家坝,乡村,108.6903000,30.6650000,散生,个人,170,170,三级,19,247,17,17,17,580,西,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇向东村林明权,龙驹镇向东村林明权,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0342 0170 190 0247 017 1 1,纪念树,,2018-05-19,,,,
古树,15147,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,向东村委会,小沟湾,乡村,108.6861000,30.6561000,散生,集体,140,140,三级,22,282,18,18,19,685,西北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇向东村,龙驹镇向东村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1201 0140 220 0282 018 1 1,纪念树,,2018-05-19,,,,
古树,15148,马尾松,,Pinus massoniana Lamb.,松科,松属,龙驹镇,向东村委会,茶林,乡村,108.7211000,30.6681000,散生,集体,130,130,三级,23,199,10,11,10,920,南,5,中部,黄壤,正常株,良好,无,无,无,龙驹镇向东村,龙驹镇向东村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1808 0130 230 0199 010 1 1,纪念树,,2018-05-19,,,,
古树,15149,马尾松,,Pinus massoniana Lamb.,松科,松属,龙驹镇,玉合村委会,分水缺,乡村,108.7631000,30.6906000,散生,集体,160,160,三级,24,281,11,12,11,850,西北,5,中部,黄壤,正常株,良好,无,无,无,龙驹镇玉合村,龙驹镇玉合村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1808 0160 240 0281 011 1 1,纪念树,,2018-05-19,,,,
古树,15150,柏木,,Cupressus funebris Endl.,柏科,柏木属,龙驹镇,玉合村委会,碑牌,乡村,108.7594000,30.6908000,散生,集体,240,240,三级,28,312,11,11,11,775,北,5,中部,黄壤,正常株,良好,无,无,无,龙驹镇玉合村,龙驹镇玉合村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0684 0240 280 0312 011 1 1,纪念树,,2018-05-19,,,,
古树,15151,青冈,,Cyclobalanopsis glauca(Thunb.) Oerst.,壳斗科,青冈属,龙驹镇,玉合村委会,牛滚岩湾,乡村,108.7594000,30.6900000,散生,个人,190,190,三级,23,246,11,11,12,800,北,5,中部,黄壤,正常株,良好,无,无,无,龙驹镇玉合村李光泽,龙驹镇玉合村李光泽,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0342 0190 230 0246 011 1 1,纪念树,,2018-05-19,,,,
古树,15152,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,玉合村委会,老屋当门,乡村,108.7522000,30.6925000,散生,个人,130,130,三级,26,251,8,8,9,600,西南,5,下部,黄壤,正常株,良好,无,无,无,龙驹镇玉合村李家怀，李家银，颜辉清,龙驹镇玉合村李家怀，李家银，颜辉清,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1201 0130 260 0251 008 1 1,纪念树,,2018-05-19,,,,
古树,15153,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,龙驹镇,分水村委会,石坎子对面,乡村,108.7181000,30.7061000,散生,集体,110,110,三级,27,263,4,3,5,485,西南,20,下部,紫色土,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1507 0110 270 0263 004 1 1,纪念树,,2018-05-19,,,,
古树,15155,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,龙驹镇,分水村委会,茨沟,乡村,108.7547000,30.7261000,散生,集体,170,170,三级,25,344,12,12,13,760,西南,5,下部,黄壤,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1507 0170 250 0344 012 1 1,纪念树,,2018-05-19,,,,
古树,15156,南酸枣,,Choerospondias axillaris (Roxb.) Burtt et Hill,漆树科,南酸枣属,龙驹镇,分水村委会,老龙口,乡村,108.7472000,30.7225000,散生,集体,130,130,三级,20,218,14,15,14,835,南,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1208 0130 200 0218 014 1 1,纪念树,,2018-05-19,,,,
古树,15157,青冈,,Cyclobalanopsis glauca(Thunb.) Oerst.,壳斗科,青冈属,龙驹镇,分水村委会,老龙口,乡村,108.7478000,30.7225000,散生,集体,110,110,三级,14,218,12,12,13,840,南,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0342 0110 140 0218 012 1 1,纪念树,,2018-05-19,,,,
古树,15158,马尾松,,Pinus massoniana Lamb.,松科,松属,龙驹镇,分水村委会,老龙口,乡村,108.7467000,30.7222000,散生,集体,140,140,三级,25,218,11,11,11,815,南,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1808 0140 250 0218 011 1 1,纪念树,,2018-05-19,,,,
古树,15159,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,分水村委会,关庙,乡村,108.7533000,30.7183000,散生,集体,180,180,三级,18,251,12,12,13,705,东南,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1201 0180 180 0251 012 1 1,纪念树,,2018-05-19,,,,
古树,15160,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,团结社区居委会,三丘田,乡村,108.6989000,30.6875000,散生,集体,180,180,三级,16,279,12,12,13,500,西,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇团结社区,龙驹镇团结社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1201 0180 160 0279 012 1 1,纪念树,,2018-05-19,,,,
古树,15161,皂荚,,Gleditsia sinensis Lam.,豆科,皂荚属,龙驹镇,团结社区居委会,庙头坝,乡村,108.6731000,30.6789000,散生,集体,130,130,三级,19,238,9,9,10,380,南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇团结社区,龙驹镇团结社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0668 0130 190 0238 009 1 1,纪念树,,2018-05-19,,,,
古树,15162,马尾松,,Pinus massoniana Lamb.,松科,松属,龙驹镇,分水村委会,老龙口,乡村,108.7467200,30.7223000,散生,集体,120,120,三级,18,204,6,6,7,815,东,10,中部,黄壤,正常株,良好,无,遗漏树木,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 1808 0120 180 0204 006 1 1,纪念树,,2018-05-19,,,,
古树,15163,皂荚,,Gleditsia sinensis Lam.,豆科,皂荚属,龙驹镇,宏福村委会,赵家坡,乡村,108.6433000,30.6933000,散生,个人,150,150,三级,13,218,12,12,13,530,西南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇宏福村陈中碧,龙驹镇宏福村陈中碧,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 3 0668 0150 130 0218 012 1 1,纪念树,,2018-05-19,,,,
